popular_albuns_rank,artist_band,decade,musical_genre,total_awards_nominations,uk number 1's,million_sales
3063,invisible,70's,rock,0,0,0
3066,atlas sound,00's,rock,0,0,0
3067,bonobo,10's,electronic,0,0,0
3068,roy harper,70's,folk,0,0,0
3070,the fiery furnaces,00's,pop,0,0,0
3071,abc,80's,electronic,0,0,0
3072,doja cat,10's,pop,0,0,0
3076,peste noire,00's,metal,0,0,0
3080,simple minds,80's,electronic,0,0,0
3082,dltzk,10's,pop,0,0,0
3085,65daysofstatic,00's,rock,0,0,0
3087,yndi halda,00's,rock,0,0,0
3089,forest swords,10's,electronic,0,0,0
3091,van dyke parks,60's,pop,0,0,0
3094,uncle acid & the deadbeats,10's,rock,0,0,0
3096,a. g. cook,10's,electronic,0,0,0
3098,kansas,70's,rock,0,0,0
3101,chapterhouse,90's,rock,0,0,0
3104,agent orange,80's,rock,0,0,0
3108,moses sumney,10's,pop,0,0,0
3110,cardiacs,90's,rock,0,0,0
3111,this town needs guns,00's,rock,0,0,0
3113,armand hammer,10's,hip-hop,0,0,0
3115,paradise lost,90's,metal,0,0,0
3118,luomo,00's,electronic,0,0,0
3121,wintersun,00's,metal,0,0,0
3122,ybn cordae,10's,jazz,0,0,0
3127,seefeel,90's,electronic,0,0,0
3129,the sugarcubes,80's,rock,0,0,0
3137,oh sees,10's,rock,0,0,0
3139,underscores,10's,pop,0,0,0
3141,viper,00's,hip-hop,0,0,0
3142,山下達郎 [tatsuro yamashita],80's,pop,0,0,0
3146,corey feldman,10's,rock,0,0,0
3147,antônio carlos jobim,60's,jazz,0,0,0
3150,yuck,10's,rock,0,0,0
3152,fantômas,00's,rock,0,0,0
3154,norah jones,00's,pop,0,0,0
3156,toro y moi,10's,electronic,0,0,0
3158,souls of mischief,90's,jazz,0,0,0
3161,fax gang,10's,hip-hop,0,0,0
3167,cindy lee,10's,pop,0,0,0
3169,disembowelment,90's,metal,0,0,0
3170,preoccupations,10's,rock,0,0,0
3171,ana frango elétrico,10's,pop,0,0,0
3174,lily allen,00's,pop,0,0,0
3179,dark angel,80's,metal,0,0,0
3181,thaiboy digital,10's,hip-hop,0,0,0
3187,dark throne,90's,metal,0,0,0
3195,turnover,10's,rock,0,0,0
3197,christoph de babalon,90's,electronic,0,0,0
3203,sigh,00's,metal,0,0,0
3204,吉村弘 [hiroshi yoshimura],80's,electronic,0,0,0
3206,the dillinger esc plan,10's,metal,0,0,0
3208,adolescents,80's,rock,0,0,0
3211,power trip,10's,metal,0,0,0
3213,john prine,70's,folk,0,0,0
3216,pain of salvation,00's,metal,0,0,0
3219,deepchord presents echospace,10's,electronic,0,0,0
3225,n*e*r*d,10's,pop,0,0,0
3228,thelonious monk septet,50's,jazz,0,0,0
3229,lee morgan,60's,jazz,0,0,0
3238,lovesliescrushing,90's,rock,0,0,0
3243,神聖かまってちゃん [shinsei kamattechan],10's,rock,0,0,0
3251,the dream syndicate,80's,pop,0,0,0
3254,saint pepsi,10's,soul_funk,0,0,0
3255,klaxons,00's,rock,0,0,0
3259,al green,70's,soul_funk,21,0,0
3260,jaden,10's,pop,0,0,0
3262,no age,00's,rock,0,0,0
3265,alice coltrane,70's,jazz,0,0,0
3267,remo drive,10's,rock,0,0,0
3273,nilsson,70's,rock,0,0,0
3275,the get up kids,90's,rock,0,0,0
3280,elbow,00's,rock,0,0,0
3281,thee silver mt. zion memorial orchestra & tra-la-la band,00's,rock,0,0,0
3282,ボリス,10's,rock,0,0,0
3286,ayreon,00's,rock,0,0,0
3296,converge & chelsea wolfe,10's,metal,0,0,0
3297,the stranglers,70's,rock,0,0,0
3298,harmonium,70's,folk,0,0,0
3299,harold budd,70's,electronic,0,0,0
3300,superorganism,10's,rock,0,0,0
3303,beth gibbons & rustin man,00's,folk,0,0,0
3306,大貫妙子 [taeko ohnuki],70's,pop,0,0,0
3308,sum 41,00's,rock,0,0,0
3309,gang gang dance,10's,rock,0,0,0
3311,buzzcocks,70's,rock,0,0,0
3312,crying,10's,pop,0,0,0
3316,the newfound interest in connecticut,00's,rock,0,0,0
3321,prurient,10's,electronic,0,0,0
3322,andrew hill,60's,jazz,0,0,0
3323,the flying burrito bros,60's,rock,0,0,0
3327,dmx,90's,hip-hop,0,0,0
3333,the miles davis quintet,50's,jazz,0,0,0
3334,afi,00's,rock,0,0,0
3336,iamamiwhoami,10's,pop,0,0,0
3337,ski mask the slump god,10's,hip-hop,0,0,0
3343,sbtrkt,10's,electronic,0,0,0
3349,cluster,70's,rock,0,0,0
3351,the incredible string band,60's,folk,0,0,0
3353,lykke li,10's,pop,0,0,0
3354,rodriguez,70's,rock,0,0,0
3357,envy,00's,metal,0,0,0
3358,alabama shakes,10's,rock,0,0,0
3360,きのこ帝国 [kinoko teikoku],10's,rock,0,0,0
3363,the wailers,70's,reggae,0,0,0
3365,dry cleaning,10's,rock,0,0,0
3367,my dying bride,90's,metal,0,0,0
3369,david crosby,70's,rock,0,0,0
3373,henry cow,70's,rock,0,0,0
3375,scorpions,80's,rock,0,0,0
3377,max roach,60's,jazz,0,0,0
3378,future islands,10's,electronic,0,0,0
3379,the alan parsons project,70's,rock,0,0,0
3381,anna von hausswolff,10's,electronic,0,0,0
3385,ashra,70's,electronic,0,0,0
3386,hmltd,10's,rock,0,0,0
3387,bill evans trio,60's,jazz,0,0,0
3389,streetlight manifesto,00's,rock,0,0,0
3391,thee silver mt. zion memorial orchestra,10's,rock,0,0,0
3395,rob scallon & doug walker,10's,rock,0,0,0
3396,passion pit,00's,pop,0,0,0
3404,smog,90's,rock,0,0,0
3405,john coltrane quartet,60's,jazz,0,0,0
3407,archers of loaf,90's,rock,0,0,0
3410,the carters,10's,pop,0,0,0
3415,6ix9ine,10's,hip-hop,0,0,0
3419,drop nineteens,90's,rock,0,0,0
3421,"sufjan stevens, nico muhly, bryce dessner & james mcalister",10's,pop,0,0,0
3422,rise against,00's,rock,0,0,0
3423,diamond head,80's,metal,0,0,0
3425,captain beyond,70's,rock,0,0,0
3427,satyricon,90's,metal,0,0,0
3429,shining,00's,metal,0,0,0
3431,better oblivion community center,10's,rock,0,0,0
3434,arlo parks,10's,pop,0,0,0
3436,cyndi lauper,80's,rock,0,0,0
3438,sturgill simpson,10's,soul_funk,0,0,0
3439,mutantes,70's,rock,0,0,0
3442,mewithoutyou,00's,rock,0,0,0
3444,slick rick,80's,hip-hop,0,0,0
3445,enslaved,00's,metal,0,0,0
3446,rome,00's,folk,0,0,0
3449,boldy james & the alchemist,10's,hip-hop,0,0,0
3451,riverside,00's,rock,0,0,0
3453,metronomy,10's,pop,0,0,0
3458,scarface,90's,hip-hop,0,0,0
3460,ne obliviscaris,10's,metal,0,0,0
3462,ben frost,10's,electronic,0,0,0
3465,foxtails,10's,rock,0,0,0
3468,aaliyah,00's,soul_funk,0,0,0
3470,animals as leaders,00's,metal,0,0,0
3472,swell maps,80's,rock,0,0,0
3473,françoise hardy,70's,pop,0,0,0
3474,hayley williams,10's,pop,0,0,0
3475,thinking fellers union local 282,90's,rock,0,0,0
3476,tuxedomoon,80's,rock,0,0,0
3477,moonsorrow,00's,metal,0,0,0
3478,the devin townsend project,00's,metal,0,0,0
3483,primordial,00's,metal,0,0,0
3484,loathe,10's,metal,0,0,0
3486,dababy,10's,hip-hop,0,0,0
3489,premiata forneria marconi,70's,rock,0,0,0
3492,solid space,80's,electronic,0,0,0
3496,amesoeurs,00's,rock,0,0,0
3501,lou reed & john cale,90's,rock,0,0,0
3504,big pun,90's,hip-hop,0,0,0
3508,the darkness,00's,rock,0,0,0
3510,hawkwind,70's,rock,0,0,0
3514,eyehategod,90's,metal,0,0,0
3517,ved buens ende.....,90's,metal,0,0,0
3518,black moth super rainbow,00's,rock,0,0,0
3522,beach bunny,10's,rock,0,0,0
3523,pink guy,10's,hip-hop,0,0,0
3525,sun city girls,90's,rock,0,0,0
3529,grace jones,80's,pop,0,0,0
3531,pinegrove,10's,rock,0,0,0
3532,matmos,10's,electronic,0,0,0
3533,circle jerks,80's,rock,0,0,0
3540,tune-yards,10's,pop,0,0,0
3543,le tigre,90's,rock,0,0,0
3544,robbie basho,70's,folk,0,0,0
3545,sun ra and his arkestra,70's,jazz,0,0,0
3546,the hives,00's,rock,0,0,0
3547,paavoharju,00's,folk,0,0,0
3548,street sects,10's,rock,0,0,0
3549,city morgue,10's,metal,0,0,0
3550,sonny sharrock,60's,jazz,0,0,0
3552,neko case,00's,country,0,0,0
3554,doves,00's,rock,0,0,0
3556,rod stewart,70's,rock,0,0,120
3558,travis,90's,rock,0,0,0
3563,tennis,10's,pop,0,0,0
3564,the rapture,00's,rock,0,0,0
3570,floating points,10's,electronic,0,0,0
3571,goodie mob,90's,hip-hop,0,0,0
3572,t2,70's,rock,0,0,0
3581,soda stereo,90's,rock,0,0,0
3585,wes montgomery,60's,jazz,0,0,0
3586,incantation,90's,metal,0,0,0
3588,the moody blues,60's,pop,0,0,0
3590,sadness,10's,metal,0,0,0
3591,hatchie,10's,pop,0,0,0
3596,jamiroquai,90's,jazz,0,0,0
3597,laura nyro,60's,pop,0,0,0
3599,warning,00's,metal,0,0,0
3600,metro boomin,10's,hip-hop,0,0,0
3601,kashiwa daisuke,00's,electronic,0,0,0
3602,planning for burial,10's,rock,0,0,0
3609,city of caterpillar,00's,rock,0,0,0
3616,chloe x halle,10's,soul_funk,0,0,0
3619,the gathering,90's,metal,0,0,0
3623,baths,10's,pop,0,0,0
3626,against me!,10's,rock,0,0,0
3627,halsey,10's,rock,0,0,0
3628,rjd2,00's,hip-hop,0,0,0
3636,actress,10's,electronic,0,0,0
3645,"the good, the bad & the queen",00's,rock,0,0,0
3648,the mama's and the papa's,60's,rock,0,0,0
3650,silversun pickups,00's,rock,0,0,0
3652,world's end girlfriend,00's,rock,0,0,0
3654,overkill,80's,metal,0,0,0
3655,greta van fleet,10's,rock,0,0,0
3657,hot chip,00's,pop,0,0,0
3668,randy newman,70's,rock,0,0,0
3673,кино [kino],80's,rock,0,0,0
3675,accept,80's,metal,0,0,0
3677,code orange,10's,metal,0,0,0
3680,the cult,80's,rock,0,0,0
3681,don cherry,70's,jazz,0,0,0
3682,taking back sunday,00's,rock,0,0,0
3685,siouxsie & the banshees,80's,rock,0,0,0
3687,the kooks,00's,rock,0,0,0
3688,einstuerzende neubauten,80's,electronic,0,0,0
3694,jefre cantu-ledesma,10's,electronic,0,0,0
3698,devendra banhart,00's,folk,0,0,0
3703,live,90's,rock,0,0,0
3704,ben folds five,90's,rock,0,0,0
3705,nickelback,00's,rock,0,0,0
3708,joão gilberto,50's,jazz,0,0,0
3710,freddie gibbs,10's,hip-hop,0,0,0
3712,3776,10's,pop,0,0,0
3718,the blue öyster cult,70's,rock,0,0,0
3722,orange juice,80's,pop,0,0,0
3724,sevdaliza,10's,pop,0,0,0
3730,eddie vedder,00's,rock,0,0,0
3732,john mayer,00's,rock,0,0,0
3735,jeff beck,70's,rock,0,0,0
3736,damon albarn,10's,pop,0,0,0
3737,gris,00's,metal,0,0,0
3738,janet jackson,80's,pop,0,0,100
3739,chicago transit authority,60's,rock,0,0,0
3740,rob zombie,90's,metal,0,0,0
3741,windir,90's,metal,0,0,0
3744,phil collins,80's,rock,0,0,150
3745,sarcófago,80's,metal,0,0,0
3746,dredg,00's,rock,0,0,0
3749,small faces,60's,rock,0,0,0
3750,john frusciante,00's,rock,0,0,0
3752,morbid saint,90's,metal,0,0,0
3759,renaissance,70's,rock,0,0,0
3761,aztec camera,80's,pop,0,0,0
3762,willie nelson,70's,country,0,0,0
3763,cursive,00's,rock,0,0,0
3764,jessica pratt,10's,folk,0,0,0
3766,koopsta knicca,90's,hip-hop,0,0,0
3770,warpaint,10's,rock,0,0,0
3774,zappa,70's,rock,0,0,0
3775,traveling wilburys,80's,rock,0,0,0
3777,men i trust,10's,pop,0,0,0
3778,circle takes the square,00's,rock,0,0,0
3786,avey tare,10's,rock,0,0,0
3788,brainbombs,90's,rock,0,0,0
3792,nxworries,10's,soul_funk,0,0,0
3793,waxahatchee,10's,country,0,0,0
3794,crywank,10's,folk,0,0,0
3795,magnetic fields,90's,pop,0,0,0
3797,bush,90's,rock,0,0,0
3799,orville peck,10's,country,0,0,0
3800,dimmu borgir,90's,metal,0,0,0
3807,dragonforce,00's,metal,0,0,0
3810,lucio battisti,70's,pop,0,0,0
3811,ultravox,80's,electronic,0,0,0
3816,goblin,70's,rock,0,0,0
3817,repulsion,80's,metal,0,0,0
3818,black sabbath featuring tony iommiblack sabbathtony iommi,80's,rock,0,0,0
3820,the drones,10's,rock,0,0,0
3823,pantha du prince,10's,electronic,0,0,0
3824,inxs,80's,rock,0,0,0
3830,nevermore,00's,metal,0,0,0
3831,gram parsons,70's,rock,1,0,0
3837,eric clapton,70's,rock,37,0,100
3841,the field mice,80's,pop,0,0,0
3844,glass animals,10's,pop,0,0,0
3845,broken bells,10's,pop,0,0,0
3846,justice,10's,rock,0,0,0
3847,daniel caesar,10's,soul_funk,0,0,0
3848,pale saints,90's,rock,0,0,0
3849,kings of convenience,00's,pop,0,0,0
3850,calvin harris,10's,pop,0,0,0
3851,felt,80's,pop,0,0,0
3854,s.o.d.,80's,metal,0,0,0
3855,angel witch,80's,metal,0,0,0
3856,ty segall,10's,rock,0,0,0
3857,stiff little fingers,70's,rock,0,0,0
3862,origami angel,10's,rock,0,0,0
3863,panopticon,10's,metal,0,0,0
3868,midlake,00's,rock,0,0,0
3870,shuggie otis,70's,soul_funk,0,0,0
3871,warren zevon,70's,rock,0,0,0
3874,zeal and ardor,10's,metal,0,0,0
3875,imperial triumphant,10's,metal,0,0,0
3876,julian casablancas + the voidz,10's,rock,0,0,0
3878,owen pallett,10's,pop,0,0,0
3879,oliver nelson,60's,jazz,0,0,0
3880,james brown,70's,soul_funk,8,0,0
3886,royal trux,90's,rock,0,0,0
3889,quelle chris & chris keys,10's,jazz,0,0,0
3895,cecil taylor,60's,jazz,0,0,0
3896,blut aus nord,00's,metal,0,0,0
3898,pop smoke,10's,pop,0,0,0
3901,shabaka and the ancestors,10's,jazz,0,0,0
3904,vein,10's,metal,0,0,0
3909,whitesnake,80's,rock,0,0,0
3910,epmd,80's,hip-hop,0,0,0
3911,jean grae & quelle chris,10's,hip-hop,0,0,0
3915,boogie down productions,80's,hip-hop,0,0,0
3919,modern baseball,10's,rock,0,0,0
3921,metal church,80's,metal,0,0,0
3924,ab-soul,10's,hip-hop,0,0,0
3928,billy bragg & wilco,90's,rock,0,0,0
3929,trent reznor and atticus ross,10's,electronic,0,0,0
3932,joe satriani,80's,rock,0,0,0
3939,failure,90's,rock,0,0,0
3941,ал-90,10's,electronic,0,0,0
3942,cult of luna and julie christmascult of lunajulie christmas,10's,metal,0,0,0
3946,billy woods,10's,hip-hop,0,0,0
3948,goat,10's,rock,0,0,0
3950,billie holiday & ray ellis and his orchestrabillie holidayray ellis,50's,jazz,0,0,0
3953,youth lagoon,10's,pop,0,0,0
3957,cccp fedeli alla linea,80's,rock,0,0,0
3964,david byrne & st. vincent,10's,pop,0,0,0
3969,thirty seconds to mars,00's,rock,0,0,0
3972,trivium,00's,metal,0,0,0
3988,television personalities,80's,rock,0,0,0
3989,the promise ring,90's,rock,0,0,0
3993,gorgoroth,90's,metal,0,0,0
3996,bullet for my valentine,00's,metal,0,0,0
3997,jordaan mason & the horse museum,00's,folk,0,0,0
4003,super furry animals,90's,rock,0,0,0
4005,manu chao,90's,rock,0,0,0
4009,porter ricks,90's,electronic,0,0,0
4010,bill evans & jim hall,60's,jazz,0,0,0
4014,horse lords,10's,rock,0,0,0
4015,grinderman,00's,rock,0,0,0
4016,giorgio,70's,electronic,0,0,0
4022,protest the hero,00's,metal,0,0,0
4025,scott walker + sunn o)))scott walkersunn o))),10's,rock,0,0,0
4027,miles davis + 19,50's,jazz,0,0,0
4029,pi'erre bourne,10's,pop,0,0,0
4035,procol harum,60's,rock,0,0,0
4037,ought,10's,rock,0,0,0
4038,王菲 [faye wong],90's,pop,0,0,0
4046,future & lil uzi vert,10's,hip-hop,0,0,0
4047,dennis wilson,70's,rock,0,0,0
4048,thrice,00's,rock,0,0,0
4051,the internet,10's,soul_funk,0,0,0
4052,bad company,70's,rock,0,0,0
4053,rapeman,80's,rock,0,0,0
4054,dungen,00's,rock,0,0,0
4055,pink siifu,10's,electronic,0,0,0
4062,area,70's,rock,0,0,0
4064,david thomas broughton,00's,folk,0,0,0
4070,rae sremmurd,10's,pop,0,0,0
4074,symphony x,90's,metal,0,0,0
4081,susumu yokota,00's,electronic,0,0,0
4085,conway the machine,10's,hip-hop,0,0,0
4087,beherit,90's,metal,0,0,0
4089,mccoy tyner,60's,jazz,0,0,0
4091,toto,80's,rock,0,0,0
4092,asia,80's,rock,0,0,0
4094,trouble,80's,metal,0,0,0
4096,henry flynt,80's,folk,0,0,0
4100,justin bieber,10's,pop,0,0,150
4101,nofx,90's,rock,0,0,0
4103,kmd,00's,hip-hop,0,0,0
4105,the waterboys,80's,rock,0,0,0
4111,portal,10's,metal,0,0,0
4117,the goslings,00's,rock,0,0,0
4119,blackfield,00's,rock,0,0,0
4120,savatage,80's,metal,0,0,0
4121,microphones,90's,rock,0,0,0
4123,sugar,90's,rock,0,0,0
4124,full of hell & merzbow,10's,metal,0,0,0
4128,the undertones,70's,rock,0,0,0
4130,ground-zero,90's,rock,0,0,0
4132,the crazy world of arthur brown,60's,rock,0,0,0
4135,rustie,10's,electronic,0,0,0
4137,deutsch amerikanische freundschaft,80's,rock,0,0,0
4138,art ensemble of chicago,70's,jazz,0,0,0
4139,the black eyed peas,00's,pop,0,0,80
4141,lloyd cole and the commotions,80's,pop,0,0,0
4142,ladytron,00's,electronic,0,0,0
4143,ad nauseam,10's,metal,0,0,0
4145,rhye,10's,pop,0,0,0
4152,jaco pastorius,70's,jazz,0,0,0
4155,josé gonzález,00's,folk,0,0,0
4158,elastica,90's,rock,0,0,0
4161,amnesia scanner,10's,electronic,0,0,0
4162,spirit,70's,rock,0,0,0
4163,ultramagnetic mc's,80's,hip-hop,0,0,0
4165,papa roach,00's,rock,0,0,0
4166,bikini kill,90's,rock,0,0,0
4168,klô pelgag,10's,pop,0,0,0
4169,miley cyrus,10's,rock,0,0,0
4176,darkspace,00's,metal,0,0,0
4178,leftfield,90's,electronic,0,0,0
4183,cradle of filth,90's,metal,0,0,0
4184,oathbreaker,10's,metal,0,0,0
4185,mount eerie with julie doironmount eeriejulie doiron,10's,folk,0,0,0
4186,goldie,90's,electronic,0,0,0
4188,cluster & eno,70's,electronic,0,0,0
4194,dragged into sunlight,00's,metal,0,0,0
4195,tomb mold,10's,metal,0,0,0
4197,haken,10's,rock,0,0,0
4199,dean blunt & inga copeland,10's,pop,0,0,0
4200,cibo matto,90's,pop,0,0,0
4206,the crickets,50's,rock,0,0,0
4208,glassjaw,00's,rock,0,0,0
4214,jlin,10's,electronic,0,0,0
4219,nils frahm,10's,electronic,0,0,0
4222,boris with merzbow,10's,metal,0,0,0
4223,atmosphere,00's,hip-hop,0,0,0
4226,lemonheads,90's,rock,0,0,0
4228,oxbow,10's,rock,0,0,0
4231,mojave 3,90's,pop,0,0,0
4234,the gaslight anthem,00's,rock,0,0,0
4235,細野晴臣 [haruomi hosono] / 鈴木茂 [shigeru suzuki] / 山下達郎 [tatsuro yamashita],70's,pop,0,0,0
4237,black moon,90's,hip-hop,0,0,0
4238,µ-ziq,90's,electronic,0,0,0
4239,reflection eternal,00's,hip-hop,0,0,0
4241,mild high club,10's,rock,0,0,0
4246,flume,10's,pop,0,0,0
4247,bad bunny,10's,reggae,0,0,0
4248,silvana estrada,10's,folk,0,0,0
4251,eartheater,10's,folk,0,0,0
4252,blackalicious,00's,hip-hop,0,0,0
4253,necrophagist,00's,metal,0,0,0
4255,boldy james & sterling toles,10's,jazz,0,0,0
4257,w.a.s.p.,80's,metal,0,0,0
4258,blink,90's,rock,0,0,0
4261,nocturnus,90's,metal,0,0,0
4263,jenny hval,10's,pop,0,0,0
4264,kylesa,00's,metal,0,0,0
4270,pelican,00's,metal,0,0,0
4271,show me the body,10's,rock,0,0,0
4272,erika de casier,10's,soul_funk,0,0,0
4273,l'rain,10's,rock,0,0,0
4274,sun-ra and his astro infinity arkestra,60's,jazz,0,0,0
4276,budgie,70's,rock,0,0,0
4277,algernon cadwallader,00's,rock,0,0,0
4280,yeasayer,10's,rock,0,0,0
4284,the game,00's,hip-hop,0,0,0
4285,holly herndon,10's,pop,0,0,0
4286,gonjasufi,10's,rock,0,0,0
4287,david gilmour,00's,rock,0,0,0
4295,artillery,90's,metal,0,0,0
4301,fun.,10's,rock,0,0,0
4304,nicki minaj,10's,pop,0,0,100
4307,macklemore & ryan lewis,10's,pop,0,0,0
4310,screaming trees,90's,rock,0,0,0
4313,the dandy warhols,00's,rock,0,0,0
4317,thursday,00's,rock,0,0,0
4322,rich brian,10's,pop,0,0,0
4328,gwen stefani,00's,pop,0,0,0
4332,temples,10's,rock,0,0,0
4333,i hate myself,90's,rock,0,0,0
4337,skid row,80's,rock,0,0,0
4339,of monsters and men,10's,pop,0,0,0
4341,santogold,00's,rock,0,0,0
4346,808 state,80's,electronic,0,0,0
4348,strawberry switchblade,80's,electronic,0,0,0
4349,neil young and crazy horseneil youngcrazy horse,90's,rock,0,0,0
4350,pentagram,80's,metal,0,0,0
4353,目黒将司 [shoji meguro],10's,jazz,0,0,0
4355,joe jackson,70's,pop,0,0,0
4362,yardbirds,60's,rock,0,0,0
4364,crass,70's,rock,0,0,0
4378,ofwgkta,10's,hip-hop,0,0,0
4383,daniel lopatin,10's,electronic,0,0,0
4384,manowar,80's,metal,0,0,0
4387,atari teenage riot,90's,electronic,0,0,0
4397,the vaccines,10's,rock,0,0,0
4398,abba,80's,pop,0,0,150
4399,killswitch engage,00's,metal,0,0,0
4401,babymetal,10's,metal,0,0,0
4402,catherine wheel,90's,rock,0,0,0
4406,cattle decapitation,10's,metal,0,0,0
4410,blackout,90's,hip-hop,0,0,0
4411,nara leão,70's,jazz,0,0,0
4413,waste of space orchestra,10's,metal,0,0,0
4418,imogen heap,00's,pop,0,0,0
4421,lizzy mercier descloux,70's,rock,0,0,0
4423,arthur verocai,70's,pop,0,0,0
4424,serpentwithfeet,10's,pop,0,0,0
4431,kamelot,00's,rock,0,0,0
4434,jónsi,10's,pop,0,0,0
4438,billy cobham,70's,rock,0,0,0
4441,skinny puppy,90's,electronic,0,0,0
4442,metric,00's,rock,0,0,0
4449,le mystère des voix bulgares,70's,folk,0,0,0
4451,the black crowes,90's,rock,0,0,0
4455,(the) melvins,00's,metal,0,0,0
4456,harmonia,70's,rock,0,0,0
4457,16 horsepower,00's,country,0,0,0
4458,blackpink,10's,pop,0,0,0
4462,orphaned land,00's,metal,0,0,0
4465,yusef lateef,60's,jazz,0,0,0
4466,ratatat,00's,electronic,0,0,0
4468,rudimentary peni,80's,rock,0,0,0
4470,nujabes / fat jon,00's,hip-hop,0,0,0
4471,emeralds,10's,electronic,0,0,0
4472,jorja smith,10's,soul_funk,0,0,0
4473,the drums,10's,pop,0,0,0
4474,trust,10's,electronic,0,0,0
4475,these new puritans,10's,rock,0,0,0
4477,magma,70's,rock,0,0,0
4479,bicep,10's,electronic,0,0,0
4480,etta james,60's,blues,0,0,0
4481,free,70's,rock,0,0,0
4482,this will destroy you,00's,rock,0,0,0
4490,kevin ayers,60's,pop,0,0,0
4494,gastr del sol,90's,rock,0,0,0
4496,ty segall band,10's,rock,0,0,0
4501,do make say think,00's,rock,0,0,0
4504,alexandra savior,10's,pop,0,0,0
4510,tenhi,00's,folk,0,0,0
4511,nokturnal mortum,00's,metal,0,0,0
4514,dreamville,10's,hip-hop,0,0,0
4518,the walkmen,00's,rock,0,0,0
4523,mudvayne,00's,metal,0,0,0
4524,gil scott-heron & jamie xx,10's,electronic,0,0,0
4525,аукцыон [auktyon],90's,rock,0,0,0
4528,empire! empire! (i was a lonely estate),00's,rock,0,0,0
4529,sd laika,10's,electronic,0,0,0
4530,badly drawn boy,00's,pop,0,0,0
4531,roger waters,90's,rock,0,0,0
4540,daughter,10's,pop,0,0,0
4541,the devin townsend band,00's,metal,0,0,0
4551,princess nokia,10's,hip-hop,0,0,0
4553,lucy dacus,10's,rock,0,0,0
4556,flatbush zombies,10's,hip-hop,0,0,0
4557,swervedriver,90's,rock,0,0,0
4558,oliver tree,10's,rock,0,0,0
4559,food house,10's,electronic,0,0,0
4560,the john coltrane quartette,60's,jazz,0,0,0
4561,清水靖晃 [yasuaki shimizu],80's,pop,0,0,0
4562,sinéad o'connor,90's,rock,0,0,0
4564,les discrets,10's,rock,0,0,0
4565,deerhoof,00's,rock,0,0,0
4568,roddy ricch,10's,pop,0,0,0
4569,three days grace,00's,rock,0,0,0
4570,depressive silence,90's,electronic,0,0,0
4571,$uicideboy$,10's,hip-hop,0,0,0
4573,the fratellis,00's,rock,0,0,0
4579,velvet revolver,00's,rock,0,0,0
4580,zach hill,10's,rock,0,0,0
4583,the wedding present,90's,rock,0,0,0
4585,blind melon,90's,rock,0,0,0
4593,dj koze,10's,electronic,0,0,0
4595,living colour,80's,rock,0,0,0
4598,leprous,10's,metal,0,0,0
4603,atomic rooster,70's,rock,0,0,0
4605,flaming lips,90's,rock,0,0,0
4608,cliff martinez,10's,electronic,0,0,0
4610,horrendous,10's,metal,0,0,0
4616,cabaret voltaire,80's,rock,0,0,0
4617,jet,00's,rock,0,0,0
4620,tiger trap,90's,pop,0,0,0
4621,rosetta,00's,metal,0,0,0
4626,serj tankian,00's,rock,0,0,0
4628,gabor szabo,60's,jazz,0,0,0
4629,rodan,90's,rock,0,0,0
4631,the dead weather,00's,rock,0,0,0
4632,benny the butcher,10's,hip-hop,0,0,0
4633,nancy sinatra & lee hazlewood,60's,pop,0,0,0
4637,lil yachty,10's,pop,0,0,0
4638,full of hell,10's,metal,0,0,0
4641,say anything,00's,rock,0,0,0
4645,the hold steady,00's,rock,0,0,0
4646,nickelus f,10's,hip-hop,0,0,0
4648,sacramentum,90's,metal,0,0,0
4652,blasphemy,90's,metal,0,0,0
4654,brigitte fontaine & art ensemble of chicago,70's,jazz,0,0,0
4655,main source,90's,hip-hop,0,0,0
4656,!!!,00's,rock,0,0,0
4659,manilla road,80's,metal,0,0,0
4664,polyphia,10's,rock,0,0,0
4665,slum village,00's,hip-hop,0,0,0
4667,lone,10's,electronic,0,0,0
4668,thelonious monk with john coltrane,60's,jazz,0,0,0
4670,róisín murphy,00's,pop,0,0,0
4681,gotye,10's,pop,0,0,0
4684,george michael,80's,pop,0,0,100
4687,health,00's,rock,0,0,0
4689,white zombie,90's,metal,0,0,0
4697,creed,90's,rock,0,0,0
4699,ke\$ha,10's,pop,0,0,0
4700,jay som,10's,rock,0,0,0
4702,james carr,60's,soul_funk,0,0,0
4703,russian circles,00's,rock,0,0,0
4707,bill withers,70's,soul_funk,0,0,0
4712,monster magnet,90's,rock,0,0,0
4713,steve hackett,70's,rock,0,0,0
4714,teen suicide,10's,rock,0,0,0
4715,snow patrol,00's,rock,0,0,0
4717,the pentangle,60's,rock,0,0,0
4720,agitation free,70's,rock,0,0,0
4721,高木正勝 [masakatsu takagi],10's,folk,0,0,0
4723,the lounge lizards,80's,jazz,0,0,0
4725,saint vitus,80's,metal,0,0,0
4728,rowland s. howard,90's,rock,0,0,0
4731,return to forever,70's,rock,0,0,0
4732,omd,80's,electronic,0,0,0
4733,the body,10's,metal,0,0,0
4734,jon hassell & brian eno,80's,electronic,0,0,0
4738,mare cognitum,10's,metal,0,0,0
4739,camp lo,90's,jazz,0,0,0
4740,bloodbath,00's,metal,0,0,0
4741,art blakey & the jazz messengers,60's,jazz,0,0,0
4742,heart,70's,rock,0,0,0
4754,the for carnation,00's,rock,0,0,0
4759,spectral wound,10's,metal,0,0,0
